URL,Date,Congress,Title,Congressional Record,Text
     Al-Hol Action Plan''.
       (4) Monitoring, oversight, consultation, and 
     notification.--
       (A) Prior to the obligation of funds appropriated by this 
     Act and made available for assistance for Syria, the 
     Secretary of State shall take all practicable steps to ensure 
     that mechanisms are in place for monitoring, oversight, and 
     control of such assistance inside Syria.
       (B) Funds made available pursuant to this subsection may 
     only be made available following consultation with the 
     appropriate congressional committees and shall be subject to 
     the regular notification procedures of the Committees on 
     Appropriations:  Provided, That such consultation shall 
     include the steps taken to comply with subparagraph (A) and 
     steps intended to be taken to comply with section 7015(j) of 
     this Act.
       (j) Tunisia.--Funds appropriated under titles III and IV of 
     this Act shall be made available for assistance for Tunisia 
     for programs to support democratic governance and civil 
     society, protect due process of law, and

[[Page H1465]]

     maintain regional stability and security, following 
     consultation with the Committees on Appropriations.
       (k) West Bank and Gaza.--
       (1) Report on assistance.--Prior to the initial obligation 
     of funds made available by this Act under the heading 
     ``Economic Support Fund'' for assistance for the West Bank 
     and Gaza, the Secretary of State shall report to the 
     Committees on Appropriations that the purpose of such 
     assistance is to--
       (A) advance Middle East peace;
       (B) improve security in the region;
       (C) continue support for transparent and accountable 
     government institutions;
       (D) promote a private sector economy; or
       (E) address urgent humanitarian needs.
       (2) Limitations.--
       (A)(i) None of the funds appropriated under the heading 
     ``Economic Support Fund'' in this Act may be made available 
     for assistance for the Palestinian Authority, if after the 
     date of enactment of this Act--
       (I) the Palestinians obtain the same standing as member 
     states or full membership as a state in the United Nations or 
     any specialized agency thereof outside an agreement 
